project_id,student_id,project_name,project_type,stars,contributors,complexity,technologies,description
PRJ00222,STU0106,AI Chatbot,personal,27,18,intermediate,"Python, FastAPI, Machine Learning",Ten probably respond rule exist imagine avoid yard degree human everything financial me activity little like join yes left food tonight.
PRJ00223,STU0436,Recommendation System,academic,26,4,advanced,"Python, Machine Learning, Data Science",Same present pick similar organization put lawyer thousand friend eye first whose stage long go behavior guy art sport general plant like be.
PRJ00224,STU0153,Face Recognition System,personal,113,1,beginner,"Python, Machine Learning",Sign executive almost certain about green citizen receive wife check physical hear population join serious.
PRJ00225,STU0154,AI Resume Analyzer,hackathon,141,15,beginner,"Python, FastAPI, Machine Learning",Long laugh I act reason party soon large shoulder good minute first medical reveal kind collection fire team support industry.
PRJ00226,STU0296,Smart Attendance System,hackathon,138,12,advanced,"Python, Firebase",Western trial door reveal short mission partner data turn feel edge such generation moment those look something floor design spring form Mr billion town bad within.
PRJ00227,STU0276,Portfolio Website,personal,30,2,beginner,"HTML/CSS, JavaScript",Lose take voice four officer green information less specific foreign space modern too authority cultural large somebody dog again.
PRJ00228,STU0019,Data Analytics Dashboard,personal,81,7,beginner,"Python, Data Science, SQL",Number most area hospital sing unit yourself fear beautiful force thank nation role fact husband tend teacher read anyone nature enjoy may special painting.
PRJ00229,STU0309,Portfolio Website,personal,96,9,beginner,"HTML/CSS, JavaScript",Best party design model decision drop than nearly continue treatment quickly throw culture space executive ever garden picture director.
PRJ00230,STU0374,Cloud File Manager,internship,24,18,intermediate,"React, Firebase",Environment short less least as imagine some if him sell interest sit action or everything control including best nice president light his opportunity whether this include.
PRJ00231,STU0134,Hospital Management System,personal,107,15,beginner,"Java, SQL",Already their maintain economic season night threat support usually travel water own listen already stock student him in show southern there crime with down these have.
PRJ00232,STU0484,Food Delivery Application,internship,41,18,beginner,"React, Node.js, MongoDB",Poor explain always far lay use listen seem able animal nation free where once prevent professor.
PRJ00233,STU0037,AI Chatbot,hackathon,54,12,advanced,"Python, FastAPI, Machine Learning",Class condition defense right hair option control wait understand should father meeting month.
PRJ00234,STU0337,AI Chatbot,personal,112,5,intermediate,"Python, FastAPI, Machine Learning",Daughter risk something total hear yet wait speak summer will contain tough cut central sort affect sell everything why heavy fund within.
PRJ00235,STU0404,Hospital Management System,internship,11,20,beginner,"Java, SQL",Range watch inside heart music allow quite expert him plan page look treatment sell main throw success fire these perform expert line.
PRJ00236,STU0040,Food Delivery Application,academic,141,4,advanced,"React, Node.js, MongoDB",With prepare business federal wall school push director various tree letter among worker herself I hair.
PRJ00237,STU0281,Hospital Management System,academic,89,3,intermediate,"Java, SQL",Reduce lay door such exactly five set project against want against glass friend store crime weight dream identify yes.
PRJ00238,STU0466,Face Recognition System,hackathon,42,8,intermediate,"Python, Machine Learning",None gas far possible sit soldier not power pay low bar less American husband any good director change side he top increase practice really.
PRJ00239,STU0006,E-Commerce Platform,internship,61,13,beginner,"JavaScript, React, Node.js, SQL",The nice yes become three drop game ball show brother direction lot fight finally entire perform generation friend reflect us quality.
PRJ00240,STU0401,DevOps Deployment Platform,academic,49,17,advanced,"Docker, Git, Node.js",Decision should fall nation leader peace country yes unit sure leader time step American according.
PRJ00241,STU0449,Food Delivery Application,internship,29,17,intermediate,"React, Node.js, MongoDB",Leave quickly song wonder involve million community none unit first on choose fund worry administration.
PRJ00242,STU0359,Cloud File Manager,hackathon,146,9,advanced,"React, Firebase",Instead one from us alone as leader boy assume piece poor trade traditional then company writer probably since media special.
PRJ00243,STU0051,DevOps Deployment Platform,academic,48,11,intermediate,"Docker, Git, Node.js",Case book focus weight at magazine because popular what build head force hard common talk world where break opportunity already police wind out significant.
PRJ00244,STU0093,Face Recognition System,internship,127,19,beginner,"Python, Machine Learning",May choice experience coach center keep pattern very son simply somebody speech character far fly.
PRJ00245,STU0133,AI Resume Analyzer,personal,37,5,intermediate,"Python, FastAPI, Machine Learning",Among dream adult manage possible reveal power voice professional mean technology low hot house month beautiful avoid prepare recently establish.
PRJ00246,STU0291,Expense Tracker,hackathon,18,12,advanced,"React, Node.js, MongoDB",Tough house itself successful but floor many its whatever no task collection to adult.
PRJ00247,STU0399,Data Analytics Dashboard,internship,122,6,intermediate,"Python, Data Science, SQL",Admit try national identify want send knowledge return current guy report thousand try cold address society.
PRJ00248,STU0182,Recommendation System,internship,133,10,intermediate,"Python, Machine Learning, Data Science",Tough short notice only gas address Democrat value though himself score resource play investment spring push wrong when easy central arrive military very particular discuss almost.
PRJ00249,STU0488,Hospital Management System,personal,83,3,intermediate,"Java, SQL",Fast ok force son market federal stop history arrive yet everyone partner lay ago easy safe southern board join special father school mouth risk.
PRJ00250,STU0209,Recommendation System,hackathon,28,3,beginner,"Python, Machine Learning, Data Science",Sea whether protect action office movie change various action several mention gas stop.
PRJ00251,STU0374,Data Analytics Dashboard,academic,47,19,beginner,"Python, Data Science, SQL",Nor discover none radio week term hour no bring law never local Republican whom culture thought and young in all.
PRJ00252,STU0044,Expense Tracker,hackathon,146,16,beginner,"React, Node.js, MongoDB",Manage measure son many wear view carry now dark many catch yet friend drive last bank relationship her would simple door place.
PRJ00253,STU0493,Hospital Management System,personal,127,16,advanced,"Java, SQL",Letter card law hand college student through positive PM of consumer assume short sit huge relate recognize total realize.
PRJ00254,STU0351,AI Chatbot,academic,108,1,advanced,"Python, FastAPI, Machine Learning",Tax feel probably air me yard bag sort wall by want out game whatever partner game material deep issue industry us top simple risk.
PRJ00255,STU0098,DevOps Deployment Platform,academic,113,18,advanced,"Docker, Git, Node.js",Detail accept onto camera training store what human their effort be game value.
PRJ00256,STU0177,Data Analytics Dashboard,academic,119,6,advanced,"Python, Data Science, SQL",Magazine age this do modern hand edge program various easy people both bit executive student good.
PRJ00257,STU0477,DevOps Deployment Platform,personal,49,3,intermediate,"Docker, Git, Node.js",Hot trade actually agent miss act put occur face continue though any dark guy know where event ahead job sound it.
PRJ00258,STU0430,Student Management System,hackathon,18,14,intermediate,"Java, SQL",Score entire according contain follow adult long break whole exist coach cultural line agency stop despite him run style simply create gun blue role sign.
PRJ00259,STU0195,Student Management System,hackathon,33,11,advanced,"Java, SQL",Must light as nature speech us go per rise stage remain treat trip section student attorney professional full.
PRJ00260,STU0128,Online Examination System,academic,79,10,intermediate,"Java, SQL",Base third economic woman now trip themselves degree interesting student toward serious operation information case.
PRJ00261,STU0151,Food Delivery Application,personal,5,19,intermediate,"React, Node.js, MongoDB",Memory first authority main international administration able which throw season would that a court before big campaign represent floor.
PRJ00262,STU0112,DevOps Deployment Platform,hackathon,136,2,intermediate,"Docker, Git, Node.js",Politics describe about land treatment interview cup mother region our attention each score likely need loss friend seem defense agency first close information he.
PRJ00263,STU0457,Cloud File Manager,internship,19,12,beginner,"React, Firebase",Total various bank head organization medical wall watch they seat key clearly admit with reduce million save civil less choose.
PRJ00264,STU0316,Smart Attendance System,hackathon,81,12,beginner,"Python, Firebase",Vote window majority wear poor toward spend eye event account national bit conference outside decide find former director fund.
PRJ00265,STU0003,Face Recognition System,personal,107,12,beginner,"Python, Machine Learning",Maintain increase only education though partner town scientist smile customer walk phone firm possible teach answer already social any wonder pretty.
PRJ00266,STU0052,Hospital Management System,internship,55,3,advanced,"Java, SQL",Message beautiful help race feeling let note billion top name turn study where Congress break plan mention he believe yourself if agent.
PRJ00267,STU0264,DevOps Deployment Platform,personal,110,4,intermediate,"Docker, Git, Node.js",Concern baby figure accept southern deal wall defense office somebody prevent star executive raise section stock form full truth whole idea reach oil see vote early bit.
PRJ00268,STU0004,Student Management System,hackathon,62,16,intermediate,"Java, SQL",Help discuss hot include these upon son discuss despite degree forward not create third Congress newspaper either against pretty cut offer simple product father discussion.
PRJ00269,STU0192,Food Delivery Application,hackathon,114,6,advanced,"React, Node.js, MongoDB",Century protect discussion happen media form star enter art again deep important sit everything soldier behavior analysis suffer both this billion laugh north.
PRJ00270,STU0416,Food Delivery Application,academic,117,15,beginner,"React, Node.js, MongoDB",Author guy case beat leg number lawyer century reach network spend least politics interview detail box perhaps receive rate deal recently east small.
PRJ00271,STU0072,Face Recognition System,internship,6,12,advanced,"Python, Machine Learning",Option form firm away prove cold according relationship investment behind several least never with only push how own green arrive director no foreign majority appear.
PRJ00272,STU0102,E-Commerce Platform,personal,77,2,beginner,"JavaScript, React, Node.js, SQL",Product stay course common available although relationship civil nearly nearly either arrive language month watch ahead arm he exist know.
PRJ00273,STU0203,Hospital Management System,hackathon,13,6,advanced,"Java, SQL",Share never everything less lot culture away support bank open because pretty movie fact state position ability something couple court meet respond group human hope sing always.
PRJ00274,STU0102,Smart Attendance System,hackathon,35,14,intermediate,"Python, Firebase",Ground perhaps author consumer reduce them picture issue themselves grow information card hit officer live tree from sit Mrs realize determine.
PRJ00275,STU0282,Smart Attendance System,personal,88,13,advanced,"Python, Firebase",Brother this make guess discuss democratic south effect change rock rise eye field involve as eye suffer against activity sometimes list.
PRJ00276,STU0372,DevOps Deployment Platform,internship,38,4,beginner,"Docker, Git, Node.js",Particularly window among save although impact direction condition whose mean class reveal mission reason specific film give onto artist every purpose.
PRJ00277,STU0406,AI Resume Analyzer,personal,44,12,advanced,"Python, FastAPI, Machine Learning",Federal ok low I kid civil executive ten stay live wide I according real him east author Republican million beat face my.
PRJ00278,STU0007,Recommendation System,personal,18,11,intermediate,"Python, Machine Learning, Data Science",How school attorney determine attorney small thing store imagine every world think senior economy support fine.
PRJ00279,STU0500,Cloud File Manager,academic,116,16,intermediate,"React, Firebase",Thing win agreement need recently successful end collection because professional along through month partner organization imagine play sometimes clear.
PRJ00280,STU0145,Smart Attendance System,academic,114,8,advanced,"Python, Firebase",Create life federal rather fine wall defense trouble recent finish water wide social financial food stand your analysis keep single somebody.
PRJ00281,STU0079,Expense Tracker,personal,68,9,beginner,"React, Node.js, MongoDB",Garden show despite total environmental yet south with than person front season environmental hold popular group example.
PRJ00282,STU0443,Food Delivery Application,personal,114,7,intermediate,"React, Node.js, MongoDB",Contain population free big worker data factor money film yard force interest number trade.
PRJ00283,STU0362,Recommendation System,academic,133,20,beginner,"Python, Machine Learning, Data Science",Rest very eye each south serious price fire deep either listen discuss fall letter believe stop save cold mission sit.
PRJ00284,STU0097,Online Examination System,personal,63,4,beginner,"Java, SQL",Find understand live production bad box last country standard past owner data receive election age poor partner inside record price box others amount reflect newspaper provide.
PRJ00285,STU0206,AI Resume Analyzer,hackathon,54,5,intermediate,"Python, FastAPI, Machine Learning",Question player computer question upon could computer alone individual herself out news writer vote answer he senior red allow into face as address property put chance event.
PRJ00286,STU0010,Cloud File Manager,personal,28,2,intermediate,"React, Firebase",Media through dinner event reason treatment simply fire practice catch any music myself act player open couple report respond let.
PRJ00287,STU0209,Portfolio Website,hackathon,64,8,intermediate,"HTML/CSS, JavaScript",Law free exactly international bring include drug must far office picture beat drive west yes seven focus decision responsibility sit film natural.
PRJ00288,STU0219,Smart Attendance System,academic,135,14,advanced,"Python, Firebase",About short fall strong force professor purpose drive than evening station Democrat study will as energy especially up.
PRJ00289,STU0027,Food Delivery Application,academic,73,12,intermediate,"React, Node.js, MongoDB",Everyone effort down product you leader project follow cultural television they light.
PRJ00290,STU0483,Face Recognition System,internship,68,11,beginner,"Python, Machine Learning",Produce new upon tell floor before executive political green style community daughter civil study.
PRJ00291,STU0094,AI Resume Analyzer,academic,18,11,beginner,"Python, FastAPI, Machine Learning",Others reduce nearly event attorney score him according issue maybe learn especially affect resource among.
PRJ00292,STU0147,Smart Attendance System,hackathon,30,14,beginner,"Python, Firebase",Authority decide course particular maybe choose different only green must its million house candidate dinner fact region.
PRJ00293,STU0130,Smart Attendance System,hackathon,90,10,beginner,"Python, Firebase",Protect heavy computer office actually her threat country series music popular clear or short collection word special key painting space both color though that particular choose.
PRJ00294,STU0050,AI Chatbot,academic,146,5,intermediate,"Python, FastAPI, Machine Learning",Financial meeting success wide happy everyone including describe establish year anything box someone reduce despite energy Republican both.
PRJ00295,STU0185,Expense Tracker,hackathon,140,20,intermediate,"React, Node.js, MongoDB",Exist local specific team benefit practice probably poor than space generation standard head thing.
PRJ00296,STU0122,AI Chatbot,hackathon,58,19,intermediate,"Python, FastAPI, Machine Learning",First according get spring imagine involve raise sometimes body maybe discussion finally meeting traditional tough vote source energy upon hospital bit too imagine traditional growth computer.
PRJ00297,STU0045,DevOps Deployment Platform,academic,38,20,beginner,"Docker, Git, Node.js",Democratic red relate set management choice art arrive exactly with their herself view.
PRJ00298,STU0022,Cloud File Manager,personal,54,15,beginner,"React, Firebase",Movement how difficult exactly form media floor alone eight week suddenly religious conference turn statement difficult understand bad let.
PRJ00299,STU0039,Portfolio Website,hackathon,82,16,beginner,"HTML/CSS, JavaScript",Determine fear western eye involve across protect explain force save score discuss such someone budget action five situation strategy.
PRJ00300,STU0274,Expense Tracker,personal,16,5,beginner,"React, Node.js, MongoDB",Me glass head learn piece value join admit rise future memory data marriage.
PRJ00301,STU0215,Portfolio Website,hackathon,148,12,intermediate,"HTML/CSS, JavaScript",Out level letter too others occur here amount conference area discussion enter million commercial company mission these nor all decide owner.
PRJ00302,STU0230,AI Chatbot,academic,116,3,intermediate,"Python, FastAPI, Machine Learning",Likely enough exactly play participant else total set account million production million term about exactly hold.
PRJ00303,STU0215,Portfolio Website,academic,47,20,intermediate,"HTML/CSS, JavaScript",Child agreement glass amount direction doctor public media drug teacher place official hit son open lead enjoy.
PRJ00304,STU0357,Student Management System,hackathon,16,19,beginner,"Java, SQL",Safe lead card personal also decision PM town southern face side enough manage interesting account ground nor film community develop report.
PRJ00305,STU0407,Expense Tracker,personal,106,16,advanced,"React, Node.js, MongoDB",Number else deal present director citizen discussion natural real answer number trip talk stand nice watch follow forget simple suggest wrong fall data.
PRJ00306,STU0273,Online Examination System,academic,47,15,advanced,"Java, SQL",Become number cell resource those person control follow statement little enter fight.
PRJ00307,STU0197,Portfolio Website,internship,107,20,intermediate,"HTML/CSS, JavaScript",New source religious money listen key thousand him budget thus professor capital husband guess.
PRJ00308,STU0106,Student Management System,academic,45,19,beginner,"Java, SQL",Add actually position certainly respond data bar event arm present positive it girl water however cost police debate rule world force region stage theory remain few bag.
PRJ00309,STU0304,Expense Tracker,academic,136,15,advanced,"React, Node.js, MongoDB",Continue popular south military performance number forward seat measure peace international night really for total usually yourself her score focus black peace authority many weight direction.
PRJ00310,STU0363,Expense Tracker,hackathon,82,8,intermediate,"React, Node.js, MongoDB",Wonder spring you radio somebody at smile sound expect research both born media painting law someone however consider interesting adult mouth any strategy data other without society.
PRJ00311,STU0363,Food Delivery Application,academic,48,8,beginner,"React, Node.js, MongoDB",Draw large share public oil away it daughter enter interesting shake peace half night eye scene good first wide civil player bill.
PRJ00312,STU0274,Data Analytics Dashboard,hackathon,15,5,intermediate,"Python, Data Science, SQL",Test century front thought eat including raise than inside mother budget treatment computer account office read trial with return language explain summer ahead statement yourself really learn show.
PRJ00313,STU0475,Student Management System,hackathon,18,8,beginner,"Java, SQL",Rather care gas camera of show school the writer minute might great effort response.
PRJ00314,STU0274,E-Commerce Platform,academic,93,20,intermediate,"JavaScript, React, Node.js, SQL",Stop bad beautiful all leg site one soon short affect people population challenge style go dinner if election finally however maybe dinner.
PRJ00315,STU0167,E-Commerce Platform,hackathon,39,14,advanced,"JavaScript, React, Node.js, SQL",Decision production throughout ten any which north who hit experience officer fear own cost week goal far.
PRJ00316,STU0151,Face Recognition System,academic,7,12,beginner,"Python, Machine Learning",Goal start set life once type executive military every three me wrong not way myself.
PRJ00317,STU0375,Food Delivery Application,personal,70,1,advanced,"React, Node.js, MongoDB",College final seven indeed summer change million lay national few Congress take great gun far seven generation just away cold serve though.
PRJ00318,STU0337,Online Examination System,academic,102,9,advanced,"Java, SQL",Part nothing culture police people rather a property worry let west others.
PRJ00319,STU0325,Cloud File Manager,personal,118,8,intermediate,"React, Firebase",Charge way technology reality positive pass early spring wear politics this hot top.
PRJ00320,STU0138,Data Analytics Dashboard,internship,44,15,beginner,"Python, Data Science, SQL",Put civil your stock church message show voice position thing see best use spend arrive.
PRJ00321,STU0374,Expense Tracker,internship,99,5,intermediate,"React, Node.js, MongoDB",Could support never radio include down control maintain part agreement common talk represent what on defense debate analysis yet sometimes scene owner science shoulder result.
PRJ00322,STU0048,Smart Attendance System,personal,122,6,beginner,"Python, Firebase",Card citizen card young character if himself loss trade central lot show senior remember agree behavior fire play send down sense seven natural.
PRJ00323,STU0097,Cloud File Manager,internship,51,10,beginner,"React, Firebase",Dark conference bed bar ability girl popular that authority Democrat building direction push close pay chance allow fall customer will party strategy Mr so nearly social.
PRJ00324,STU0159,Student Management System,personal,105,20,beginner,"Java, SQL",Determine himself resource better outside member feeling poor evidence different couple production much easy where car own inside sure discover such huge how.
PRJ00325,STU0036,Student Management System,academic,114,8,intermediate,"Java, SQL",Focus day moment forget feeling west produce back direction west gun serve price method its factor drug bad.
PRJ00326,STU0466,AI Chatbot,internship,30,17,beginner,"Python, FastAPI, Machine Learning",Situation surface address necessary paper camera themselves word walk perhaps across hot public myself speak provide mission including.
PRJ00327,STU0373,Recommendation System,academic,30,13,intermediate,"Python, Machine Learning, Data Science",Bar begin generation particularly hot above nation player most natural stop item bit data course offer would when old agree computer most organization give public heavy professional.
PRJ00328,STU0011,E-Commerce Platform,academic,16,5,beginner,"JavaScript, React, Node.js, SQL",And safe player buy development into season your investment owner brother election scientist unit more professional bag individual.
PRJ00329,STU0395,E-Commerce Platform,hackathon,41,20,beginner,"JavaScript, React, Node.js, SQL",Bit consumer reach author call eat happy war approach current together their that second against chair air its inside take million decision many rise.
PRJ00330,STU0406,AI Resume Analyzer,academic,143,11,advanced,"Python, FastAPI, Machine Learning",Article size age might executive laugh quality news visit trouble everybody manager fight poor themselves century year.
PRJ00331,STU0044,Data Analytics Dashboard,personal,127,19,intermediate,"Python, Data Science, SQL",Herself loss of Democrat race region develop rule quickly color case course artist.
PRJ00332,STU0418,Student Management System,hackathon,89,16,beginner,"Java, SQL",Soon heart rich though business understand miss religious budget foreign pick employee claim animal.
PRJ00333,STU0125,AI Resume Analyzer,hackathon,144,4,beginner,"Python, FastAPI, Machine Learning",Budget star most herself high either none create answer down current amount down course leg cost before throw charge wall method risk memory pull.
PRJ00334,STU0423,AI Resume Analyzer,academic,144,10,beginner,"Python, FastAPI, Machine Learning",Report change each opportunity form discover happen successful good building understand occur issue record and thing guess follow remember recognize specific public day.
PRJ00335,STU0262,DevOps Deployment Platform,internship,41,1,beginner,"Docker, Git, Node.js",Again focus anyone paper usually throughout organization article above notice focus TV tonight case benefit player hard peace without southern writer night sure.
PRJ00336,STU0013,Data Analytics Dashboard,internship,103,5,intermediate,"Python, Data Science, SQL",Along per baby four my require property third likely doctor deep knowledge development head last avoid around front business language.
PRJ00337,STU0336,Food Delivery Application,personal,103,4,intermediate,"React, Node.js, MongoDB",Try describe so important message fly size report land walk sea young back miss fear soldier level structure character opportunity popular cold research.
PRJ00338,STU0087,E-Commerce Platform,personal,31,10,intermediate,"JavaScript, React, Node.js, SQL",Big perhaps operation view across fall car energy early several citizen recent cup run tax person need message realize against throw cut employee and risk floor case share.
PRJ00339,STU0040,Cloud File Manager,hackathon,35,12,beginner,"React, Firebase",Late make cell wait camera trouble physical game right coach decade behind night expert six against event source international could others soldier first official painting image.
PRJ00340,STU0459,AI Resume Analyzer,personal,50,14,advanced,"Python, FastAPI, Machine Learning",Report family technology theory mouth today animal laugh yard leader continue dark off risk recent side best fire be many exactly usually.
PRJ00341,STU0172,Cloud File Manager,personal,113,5,advanced,"React, Firebase",Deep machine wonder lead white Democrat her energy yourself far someone company bill anything whether more purpose find them population.
PRJ00342,STU0352,Food Delivery Application,hackathon,94,4,intermediate,"React, Node.js, MongoDB",Rather top nature fall hear teach student answer buy yet me there side far.
PRJ00343,STU0470,Smart Attendance System,hackathon,72,3,beginner,"Python, Firebase",Deal give student rich series marriage how quickly film plan room present hour south Congress every song require.
PRJ00344,STU0442,DevOps Deployment Platform,personal,42,11,beginner,"Docker, Git, Node.js",It size without week everyone mother military support continue around nearly national first.
PRJ00345,STU0200,Smart Attendance System,internship,22,4,advanced,"Python, Firebase",Dream identify enjoy stage receive often prepare find food health character rise actually consider style however daughter information authority several century.
PRJ00346,STU0219,Expense Tracker,hackathon,42,3,intermediate,"React, Node.js, MongoDB",Blue majority detail attention development husband team property civil total employee assume so land manage away before.
PRJ00347,STU0066,Student Management System,internship,95,11,intermediate,"Java, SQL",Site war American center south crime approach idea side model young total environmental next past heart production member soldier light laugh bring sound some important.
PRJ00348,STU0218,Smart Attendance System,internship,90,5,advanced,"Python, Firebase",Each provide team choice similar agreement part fund within sea attack his effort stuff news mouth not garden happy.
PRJ00349,STU0472,Data Analytics Dashboard,internship,112,18,intermediate,"Python, Data Science, SQL",Discussion hair professional spend her light between view space one without glass nation measure whole myself eye now hundred evening face maintain success you design according experience.
PRJ00350,STU0276,Portfolio Website,internship,141,18,beginner,"HTML/CSS, JavaScript",Camera entire laugh onto above training identify well debate enough door take.
PRJ00351,STU0197,E-Commerce Platform,internship,139,19,advanced,"JavaScript, React, Node.js, SQL",President small event yeah matter wide likely month suddenly ready range nearly.
PRJ00352,STU0416,Expense Tracker,personal,27,8,intermediate,"React, Node.js, MongoDB",Civil single everyone much at middle per strong produce state sell painting somebody need free reason song pass management alone real management feel manage TV daughter relate.
PRJ00353,STU0002,Data Analytics Dashboard,academic,97,18,intermediate,"Python, Data Science, SQL",Item few child letter billion free activity century stuff front but sell side look accept stop thus condition others suffer last decision bill billion student.
PRJ00354,STU0491,Student Management System,academic,20,12,intermediate,"Java, SQL",Early too surface about pretty main more challenge sister such line head already system parent eye them phone charge which skill spend every case ability person.
PRJ00355,STU0435,Online Examination System,personal,80,15,beginner,"Java, SQL",Daughter meeting say deal wrong audience discussion then market level whom draw college campaign deep continue during executive.
PRJ00356,STU0428,Online Examination System,internship,67,7,beginner,"Java, SQL",Tonight quickly help possible piece stop national detail perform social debate inside step gun draw himself fall worry prevent speech popular.
PRJ00357,STU0029,Expense Tracker,personal,35,5,intermediate,"React, Node.js, MongoDB",Feeling over tax central against woman number job million long white information first break whether network.
PRJ00358,STU0376,AI Resume Analyzer,internship,100,2,advanced,"Python, FastAPI, Machine Learning",Actually politics keep type why suddenly despite face trial thing forget environmental woman quickly likely wonder ability could.
PRJ00359,STU0055,AI Chatbot,academic,127,20,beginner,"Python, FastAPI, Machine Learning",Season present test may high improve area beat though statement main contain friend you customer rock cover among really especially listen.
PRJ00360,STU0016,Student Management System,hackathon,41,3,beginner,"Java, SQL",Meeting wear law respond eat save send under information range sort side yard.
PRJ00361,STU0040,AI Resume Analyzer,internship,43,6,intermediate,"Python, FastAPI, Machine Learning",Then leave tell its recent probably third onto PM party eye culture explain cup knowledge any heavy peace type through half season evening cultural expect treatment.
PRJ00362,STU0381,Student Management System,hackathon,125,14,advanced,"Java, SQL",Play start nearly admit build pull step from study science admit design enter argue trip coach business contain future let.
PRJ00363,STU0173,Smart Attendance System,academic,78,4,beginner,"Python, Firebase",Skill food war design time must participant middle set generation pass national perhaps street authority once mission fire this what.
PRJ00364,STU0031,DevOps Deployment Platform,academic,49,17,beginner,"Docker, Git, Node.js",Attention hot often continue focus consider dinner range on direction case certain.
PRJ00365,STU0006,Hospital Management System,internship,121,18,advanced,"Java, SQL",Level never push watch data father truth attention company prepare again occur quite whether many visit that great whatever policy up memory after election mother.
PRJ00366,STU0425,Food Delivery Application,hackathon,63,14,beginner,"React, Node.js, MongoDB",These wear fly serious again late cell forget camera organization by her along pick voice accept star compare appear.
PRJ00367,STU0140,E-Commerce Platform,internship,37,7,intermediate,"JavaScript, React, Node.js, SQL",Agree air wind eat which social approach body exist drive relationship research score bad so yard a cold from of involve sit central story interesting south.
PRJ00368,STU0317,AI Resume Analyzer,personal,105,6,advanced,"Python, FastAPI, Machine Learning",Boy around since while tonight yet music mission floor three movie claim born yard moment.
PRJ00369,STU0500,Portfolio Website,academic,124,16,intermediate,"HTML/CSS, JavaScript",These attorney matter thus by sport action start far trade according person somebody.
PRJ00370,STU0335,AI Chatbot,internship,102,6,beginner,"Python, FastAPI, Machine Learning",Recognize thus tonight strong book start thought show approach support cold head pull direction she represent save course thank.
PRJ00371,STU0412,Face Recognition System,internship,54,9,beginner,"Python, Machine Learning",Individual important sometimes anything class month bag player gas education treat reality paper either energy.
PRJ00372,STU0054,E-Commerce Platform,hackathon,90,1,beginner,"JavaScript, React, Node.js, SQL",New base dark power career everyone later serve fear cover out term own drop even say several money unit represent market form.
PRJ00373,STU0145,Student Management System,academic,21,7,advanced,"Java, SQL",Themselves any professional decision than national positive town guy body investment million million office piece.
PRJ00374,STU0006,Recommendation System,hackathon,53,18,beginner,"Python, Machine Learning, Data Science",Ahead music respond page hotel herself now purpose must gun or pass measure manage.
PRJ00375,STU0327,DevOps Deployment Platform,academic,66,9,beginner,"Docker, Git, Node.js",Rather American character far happy recently study section small total increase allow west heavy.
PRJ00376,STU0292,Cloud File Manager,academic,149,16,beginner,"React, Firebase",Understand lead think for reduce feeling dream between themselves almost build your some image avoid.
PRJ00377,STU0025,Face Recognition System,academic,84,1,intermediate,"Python, Machine Learning",Gas war treat young goal sell response great no degree instead child kitchen sort drive between spring political when whose almost price stuff rich talk low.
PRJ00378,STU0385,Food Delivery Application,internship,133,7,intermediate,"React, Node.js, MongoDB",Defense chance situation culture dog who them not no act line modern own present lose if parent simple of major everything.
PRJ00379,STU0385,Hospital Management System,hackathon,38,4,intermediate,"Java, SQL",Lead nation war machine music tend Republican red notice area hit rule.
PRJ00380,STU0209,DevOps Deployment Platform,academic,133,5,beginner,"Docker, Git, Node.js",Congress another apply police interest letter reach worker effort similar society take wall.
PRJ00381,STU0301,Recommendation System,internship,127,19,beginner,"Python, Machine Learning, Data Science",Decision hospital wife cause better think situation that customer education other good month natural ok south.
PRJ00382,STU0149,Student Management System,personal,123,3,advanced,"Java, SQL",Visit cell early amount even picture bag along full tree decision thus draw character while along black go then recognize.
PRJ00383,STU0048,Expense Tracker,personal,60,5,advanced,"React, Node.js, MongoDB",Start cup question former might fine positive seven story stage man suffer bank inside particular.
PRJ00384,STU0083,Portfolio Website,hackathon,119,5,intermediate,"HTML/CSS, JavaScript",Catch run popular look piece attack sure able send clearly other with who late doctor after mother size nothing recently.
PRJ00385,STU0149,Face Recognition System,internship,15,13,beginner,"Python, Machine Learning",Do executive east him side usually general poor certain true what loss generation language prevent rock city myself.
PRJ00386,STU0107,Cloud File Manager,academic,44,19,advanced,"React, Firebase",Traditional voice base several artist Congress like value song boy him any seem rather myself various manager dark entire we accept conference.
PRJ00387,STU0255,E-Commerce Platform,academic,41,10,advanced,"JavaScript, React, Node.js, SQL",Story inside leg big into style daughter ready last without accept local how dark suggest determine check so different make do.
PRJ00388,STU0445,Recommendation System,academic,132,4,intermediate,"Python, Machine Learning, Data Science",My fish before foreign explain ok coach various four in far hear shoulder state perform low point stuff wait design stage be institution spring.
PRJ00389,STU0161,Student Management System,hackathon,46,3,intermediate,"Java, SQL",Personal approach report those lose red light may adult black off leader with idea value stop.
PRJ00390,STU0296,Face Recognition System,hackathon,27,3,beginner,"Python, Machine Learning",Mean recognize guess city learn store move world late law building kid language third yourself job parent against money room product common story enter record chair.
PRJ00391,STU0364,Recommendation System,internship,71,16,intermediate,"Python, Machine Learning, Data Science",Break material marriage concern sort either claim eat land water quickly hospital everyone little man west eat table.
PRJ00392,STU0391,DevOps Deployment Platform,internship,40,4,advanced,"Docker, Git, Node.js",Which property research major talk necessary key himself tax consider sound popular war car some minute behind happy center term.
PRJ00393,STU0250,AI Resume Analyzer,hackathon,78,13,intermediate,"Python, FastAPI, Machine Learning",Cold shoulder church girl physical set Democrat time our model stay its list charge edge Democrat relate purpose put local seek develop whether next really near result.
